candidate_number,name_ar,name_en,governorate,party,gender,additional_info
552,المرشح العراقي 552,Iraqi Candidate 552,بغداد,النصر,ذكر,معلومات إضافية للمرشح 552
553,المرشح العراقي 553,Iraqi Candidate 553,بغداد,النصر,أنثى,معلومات إضافية للمرشح 553
554,المرشح العراقي 554,Iraqi Candidate 554,كركوك,الحكمة,أنثى,معلومات إضافية للمرشح 554
555,المرشح العراقي 555,Iraqi Candidate 555,نينوى,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 555
556,المرشح العراقي 556,Iraqi Candidate 556,نينوى,الوطنية,أنثى,معلومات إضافية للمرشح 556
557,المرشح العراقي 557,Iraqi Candidate 557,البصرة,تقدم,ذكر,معلومات إضافية للمرشح 557
558,المرشح العراقي 558,Iraqi Candidate 558,السليمانية,حركة امتداد,أنثى,معلومات إضافية للمرشح 558
559,المرشح العراقي 559,Iraqi Candidate 559,ذي قار,النصر,ذكر,معلومات إضافية للمرشح 559
560,المرشح العراقي 560,Iraqi Candidate 560,القادسية,الوطنية,أنثى,معلومات إضافية للمرشح 560
561,المرشح العراقي 561,Iraqi Candidate 561,البصرة,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 561
562,المرشح العراقي 562,Iraqi Candidate 562,دهوك,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 562
563,المرشح العراقي 563,Iraqi Candidate 563,نينوى,الفتح,أنثى,معلومات إضافية للمرشح 563
564,المرشح العراقي 564,Iraqi Candidate 564,بابل,الحكمة,أنثى,معلومات إضافية للمرشح 564
565,المرشح العراقي 565,Iraqi Candidate 565,نينوى,العزم,ذكر,معلومات إضافية للمرشح 565
566,المرشح العراقي 566,Iraqi Candidate 566,بغداد,الحكمة,ذكر,معلومات إضافية للمرشح 566
567,المرشح العراقي 567,Iraqi Candidate 567,نجف,الحكمة,ذكر,معلومات إضافية للمرشح 567
568,المرشح العراقي 568,Iraqi Candidate 568,بابل,الوطنية,أنثى,معلومات إضافية للمرشح 568
569,المرشح العراقي 569,Iraqi Candidate 569,كربلاء,تحالف السيادة,أنثى,معلومات إضافية للمرشح 569
570,المرشح العراقي 570,Iraqi Candidate 570,البصرة,سائرون,أنثى,معلومات إضافية للمرشح 570
571,المرشح العراقي 571,Iraqi Candidate 571,صلاح الدين,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 571
572,المرشح العراقي 572,Iraqi Candidate 572,البصرة,تحالف السيادة,ذكر,معلومات إضافية للمرشح 572
573,المرشح العراقي 573,Iraqi Candidate 573,دهوك,الفتح,ذكر,معلومات إضافية للمرشح 573
574,المرشح العراقي 574,Iraqi Candidate 574,المثنى,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 574
575,المرشح العراقي 575,Iraqi Candidate 575,ديالى,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 575
576,المرشح العراقي 576,Iraqi Candidate 576,القادسية,النصر,ذكر,معلومات إضافية للمرشح 576
577,المرشح العراقي 577,Iraqi Candidate 577,بابل,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 577
578,المرشح العراقي 578,Iraqi Candidate 578,نجف,الحكمة,أنثى,معلومات إضافية للمرشح 578
579,المرشح العراقي 579,Iraqi Candidate 579,الحلة,تحالف عزم,ذكر,معلومات إضافية للمرشح 579
580,المرشح العراقي 580,Iraqi Candidate 580,الأنبار,دولة القانون,أنثى,معلومات إضافية للمرشح 580
581,المرشح العراقي 581,Iraqi Candidate 581,المثنى,الحكمة,ذكر,معلومات إضافية للمرشح 581
582,المرشح العراقي 582,Iraqi Candidate 582,نينوى,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 582
583,المرشح العراقي 583,Iraqi Candidate 583,الأنبار,دولة القانون,أنثى,معلومات إضافية للمرشح 583
584,المرشح العراقي 584,Iraqi Candidate 584,نجف,الوطنية,ذكر,معلومات إضافية للمرشح 584
585,المرشح العراقي 585,Iraqi Candidate 585,دهوك,العزم,ذكر,معلومات إضافية للمرشح 585
586,المرشح العراقي 586,Iraqi Candidate 586,بغداد,الوطنية,أنثى,معلومات إضافية للمرشح 586
587,المرشح العراقي 587,Iraqi Candidate 587,أربيل,الحكمة,ذكر,معلومات إضافية للمرشح 587
588,المرشح العراقي 588,Iraqi Candidate 588,واسط,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 588
589,المرشح العراقي 589,Iraqi Candidate 589,ذي قار,تحالف السيادة,ذكر,معلومات إضافية للمرشح 589
590,المرشح العراقي 590,Iraqi Candidate 590,ذي قار,الفتح,ذكر,معلومات إضافية للمرشح 590
591,المرشح العراقي 591,Iraqi Candidate 591,واسط,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 591
592,المرشح العراقي 592,Iraqi Candidate 592,البصرة,سائرون,ذكر,معلومات إضافية للمرشح 592
593,المرشح العراقي 593,Iraqi Candidate 593,واسط,دولة القانون,ذكر,معلومات إضافية للمرشح 593
594,المرشح العراقي 594,Iraqi Candidate 594,ذي قار,الفتح,ذكر,معلومات إضافية للمرشح 594
595,المرشح العراقي 595,Iraqi Candidate 595,السليمانية,سائرون,أنثى,معلومات إضافية للمرشح 595
596,المرشح العراقي 596,Iraqi Candidate 596,أربيل,العزم,أنثى,معلومات إضافية للمرشح 596
597,المرشح العراقي 597,Iraqi Candidate 597,بغداد,الحكمة,ذكر,معلومات إضافية للمرشح 597
598,المرشح العراقي 598,Iraqi Candidate 598,بابل,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 598
599,المرشح العراقي 599,Iraqi Candidate 599,القادسية,النصر,ذكر,معلومات إضافية للمرشح 599
600,المرشح العراقي 600,Iraqi Candidate 600,ديالى,الوطنية,ذكر,معلومات إضافية للمرشح 600
601,المرشح العراقي 601,Iraqi Candidate 601,القادسية,دولة القانون,أنثى,معلومات إضافية للمرشح 601
602,المرشح العراقي 602,Iraqi Candidate 602,القادسية,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 602
603,المرشح العراقي 603,Iraqi Candidate 603,كركوك,تقدم,أنثى,معلومات إضافية للمرشح 603
604,المرشح العراقي 604,Iraqi Candidate 604,كربلاء,الحكمة,ذكر,معلومات إضافية للمرشح 604
605,المرشح العراقي 605,Iraqi Candidate 605,كربلاء,سائرون,أنثى,معلومات إضافية للمرشح 605
606,المرشح العراقي 606,Iraqi Candidate 606,بغداد,النصر,أنثى,معلومات إضافية للمرشح 606
607,المرشح العراقي 607,Iraqi Candidate 607,نجف,تحالف عزم,ذكر,معلومات إضافية للمرشح 607
608,المرشح العراقي 608,Iraqi Candidate 608,المثنى,الفتح,أنثى,معلومات إضافية للمرشح 608
609,المرشح العراقي 609,Iraqi Candidate 609,كركوك,حركة امتداد,ذكر,معلومات إضافية للمرشح 609
610,المرشح العراقي 610,Iraqi Candidate 610,نجف,الفتح,أنثى,معلومات إضافية للمرشح 610
611,المرشح العراقي 611,Iraqi Candidate 611,البصرة,الوطنية,ذكر,معلومات إضافية للمرشح 611
612,المرشح العراقي 612,Iraqi Candidate 612,كركوك,الحكمة,أنثى,معلومات إضافية للمرشح 612
613,المرشح العراقي 613,Iraqi Candidate 613,بغداد,الوطنية,ذكر,معلومات إضافية للمرشح 613
614,المرشح العراقي 614,Iraqi Candidate 614,الحلة,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 614
615,المرشح العراقي 615,Iraqi Candidate 615,كربلاء,حركة امتداد,ذكر,معلومات إضافية للمرشح 615
616,المرشح العراقي 616,Iraqi Candidate 616,بغداد,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 616
617,المرشح العراقي 617,Iraqi Candidate 617,دهوك,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 617
618,المرشح العراقي 618,Iraqi Candidate 618,كركوك,الحكمة,أنثى,معلومات إضافية للمرشح 618
619,المرشح العراقي 619,Iraqi Candidate 619,القادسية,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 619
620,المرشح العراقي 620,Iraqi Candidate 620,بغداد,سائرون,ذكر,معلومات إضافية للمرشح 620
621,المرشح العراقي 621,Iraqi Candidate 621,صلاح الدين,النصر,ذكر,معلومات إضافية للمرشح 621
622,المرشح العراقي 622,Iraqi Candidate 622,ذي قار,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 622
623,المرشح العراقي 623,Iraqi Candidate 623,الأنبار,الاتحاد الوطني الكردستاني,ذكر,معلومات إضافية للمرشح 623
624,المرشح العراقي 624,Iraqi Candidate 624,بغداد,تقدم,ذكر,معلومات إضافية للمرشح 624
625,المرشح العراقي 625,Iraqi Candidate 625,ديالى,العزم,ذكر,معلومات إضافية للمرشح 625
626,المرشح العراقي 626,Iraqi Candidate 626,دهوك,الوطنية,ذكر,معلومات إضافية للمرشح 626
627,المرشح العراقي 627,Iraqi Candidate 627,المثنى,الفتح,أنثى,معلومات إضافية للمرشح 627
628,المرشح العراقي 628,Iraqi Candidate 628,نينوى,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 628
629,المرشح العراقي 629,Iraqi Candidate 629,الأنبار,تقدم,ذكر,معلومات إضافية للمرشح 629
